video_path,label,transcript,sentiment,dominant_emotion,confidence_emotion,pitch_mean,energy_mean,speech_rate,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,keyword_count,keyword_type,vision_score,audio_score,semantic_score,final_score,face_detected,landmark_count,face_center_x,face_center_y,face_width,face_height
C:/PropScore_AI/data/raw_videos/ravdess/Actor_01/03-01-04-02-02-01-01.wav,cold,Dogs are sitting by the door.,positive,sad,100.0,1880.024,0.00511,1.606,-607.47,47.077,-4.793,14.606,-1.802,0,unknown,0.52,0.1913,0.3,0.3334,0,0,0,0,0,0
C:/PropScore_AI/data/raw_videos/ravdess/Actor_01/03-01-04-02-02-02-01.wav,cold,Dogs are sitting by the door.,positive,sad,100.0,1883.928,0.0062,1.606,-592.27,43.4,-3.319,13.343,-3.278,0,unknown,0.52,0.1978,0.3,0.3353,0,0,0,0,0,0
C:/PropScore_AI/data/raw_videos/ravdess/Actor_01/03-01-05-01-01-01-01.wav,cold,Kids are talking by the door.,positive,angry,50.0,1873.656,0.00904,1.55,-534.052,34.978,-3.595,11.61,-5.763,0,unknown,0.29,0.2092,0.3,0.2698,0,0,0,0,0,0
C:/PropScore_AI/data/raw_videos/ravdess/Actor_01/03-01-05-01-01-02-01.wav,cold,Kids are talking by the door.,positive,angry,50.0,1894.633,0.00996,1.524,-519.048,34.332,-5.342,7.689,-7.728,0,unknown,0.29,0.2122,0.3,0.2707,0,0,0,0,0,0
C:/PropScore_AI/data/raw_videos/ravdess/Actor_01/03-01-05-01-02-01-01.wav,cold,Dogs are sitting by the door.,positive,angry,50.0,1810.685,0.00699,1.713,-565.188,40.058,-0.666,10.574,-4.05,0,unknown,0.29,0.2132,0.3,0.271,0,0,0,0,0,0
C:/PropScore_AI/data/raw_videos/ravdess/Actor_01/03-01-05-01-02-02-01.wav,cold,Dogs are sitting by the door.,positive,angry,50.0,1832.294,0.01094,1.606,-526.558,40.197,-3.796,9.093,-4.761,0,unknown,0.29,0.2262,0.3,0.2749,0,0,0,0,0,0
C:/PropScore_AI/data/raw_videos/ravdess/Actor_01/03-01-05-02-01-01-01.wav,cold,Kids are talking by the door!,positive,angry,100.0,1874.653,0.05519,1.462,-337.245,21.516,-18.827,-1.507,-12.813,0,unknown,0.49,0.4773,0.3,0.4102,0,0,0,0,0,0
C:/PropScore_AI/data/raw_videos/ravdess/Actor_01/03-01-05-02-01-02-01.wav,cold,Kids are talking by the door.,positive,angry,100.0,1975.493,0.03357,1.373,-357.618,13.785,-17.026,0.007,-12.295,0,unknown,0.49,0.3387,0.3,0.3686,0,0,0,0,0,0
C:/PropScore_AI/data/raw_videos/ravdess/Actor_01/03-01-05-02-02-01-01.wav,cold,Dogs are sitting by the door.,positive,angry,100.0,1952.476,0.03305,1.45,-388.715,23.06,-14.338,3.273,-9.049,0,unknown,0.49,0.3433,0.3,0.37,0,0,0,0,0,0
C:/PropScore_AI/data/raw_videos/ravdess/Actor_01/03-01-05-02-02-02-01.wav,cold,Dogs are sitting by the door!,positive,angry,100.0,1898.264,0.09416,1.352,-288.956,15.0,-20.25,-4.944,-11.165,0,unknown,0.49,0.7002,0.3,0.4771,0,0,0,0,0,0
C:/PropScore_AI/data/raw_videos/ravdess/Actor_01/03-01-06-01-01-01-01.wav,cold,Kids are talking by the door.,positive,fear,50.0,1469.098,0.00614,1.635,-585.516,54.851,1.144,17.882,1.078,0,unknown,0.38,0.2003,0.3,0.2941,0,0,0,0,0,0
C:/PropScore_AI/data/raw_videos/ravdess/Actor_01/03-01-06-01-01-02-01.wav,cold,Kids are talking by the door.,positive,fear,50.0,1658.526,0.00585,1.65,-597.322,50.841,-7.634,12.043,-1.661,0,unknown,0.38,0.2001,0.3,0.294,0,0,0,0,0,0
C:/PropScore_AI/data/raw_videos/ravdess/Actor_01/03-01-06-01-02-01-01.wav,cold,Dogs are sitting by the door.,positive,fear,50.0,1481.688,0.00503,1.746,-611.073,58.112,8.017,20.354,5.432,0,unknown,0.38,0.2048,0.3,0.2954,0,0,0,0,0,0
C:/PropScore_AI/data/raw_videos/ravdess/Actor_01/03-01-06-01-02-02-01.wav,cold,Dogs are sitting by the door.,positive,fear,50.0,1794.233,0.00463,1.62,-612.706,53.906,-3.512,17.778,0.572,0,unknown,0.38,0.1898,0.3,0.2909,0,0,0,0,0,0
C:/PropScore_AI/data/raw_videos/ravdess/Actor_01/03-01-06-02-01-01-01.wav,cold,Kids are talking by the door.,positive,fear,100.0,1748.767,0.01686,1.199,-423.738,45.013,-13.37,6.339,1.947,0,unknown,0.58,0.2211,0.3,0.3603,0,0,0,0,0,0
C:/PropScore_AI/data/raw_videos/ravdess/Actor_01/03-01-06-02-01-02-01.wav,cold,Kids are talking by the door.,positive,fear,100.0,1747.007,0.02325,1.416,-396.552,38.065,-22.389,0.253,0.467,0,unknown,0.58,0.2811,0.3,0.3783,0,0,0,0,0,0
C:/PropScore_AI/data/raw_videos/ravdess/Actor_01/03-01-06-02-02-01-01.wav,cold,Dogs are sitting by the door.,positive,fear,100.0,1668.921,0.03714,1.511,-358.887,34.035,-18.221,-0.75,-7.191,0,unknown,0.58,0.3739,0.3,0.4062,0,0,0,0,0,0
C:/PropScore_AI/data/raw_videos/ravdess/Actor_01/03-01-06-02-02-02-01.wav,cold,Dogs are sitting by the door.,positive,fear,100.0,1569.156,0.02551,1.537,-415.213,40.254,-19.092,-0.136,-0.403,0,unknown,0.58,0.3068,0.3,0.386,0,0,0,0,0,0
C:/PropScore_AI/data/raw_videos/ravdess/Actor_01/03-01-07-01-01-01-01.wav,cold,Kids are talking by the door.,positive,disgust,50.0,1802.771,0.00268,1.55,-627.393,56.064,-3.117,11.499,1.003,0,unknown,0.26,0.1711,0.3,0.2493,0,0,0,0,0,0
C:/PropScore_AI/data/raw_videos/ravdess/Actor_01/03-01-07-01-01-02-01.wav,cold,Kids are talking by the door.,positive,disgust,50.0,1818.131,0.00309,1.537,-610.048,48.85,-1.908,5.625,1.695,0,unknown,0.26,0.1722,0.3,0.2497,0,0,0,0,0,0
C:/PropScore_AI/data/raw_videos/ravdess/Actor_01/03-01-07-01-02-01-01.wav,cold,Dogs are sitting by the door.,positive,disgust,50.0,1729.657,0.00287,1.537,-648.057,64.79,1.113,11.524,-1.393,0,unknown,0.26,0.1709,0.3,0.2493,0,0,0,0,0,0
C:/PropScore_AI/data/raw_videos/ravdess/Actor_01/03-01-07-01-02-02-01.wav,cold,Dogs are sitting by the door.,positive,disgust,50.0,1851.709,0.00293,1.564,-653.422,48.335,0.048,8.157,-1.571,0,unknown,0.26,0.174,0.3,0.2502,0,0,0,0,0,0
C:/PropScore_AI/data/raw_videos/ravdess/Actor_01/03-01-07-02-01-01-01.wav,cold,Kids are talking by the door!,positive,disgust,100.0,1795.424,0.01147,1.394,-481.532,40.511,-11.475,-7.901,-8.842,0,unknown,0.46,0.2082,0.3,0.3205,0,0,0,0,0,0
C:/PropScore_AI/data/raw_videos/ravdess/Actor_01/03-01-07-02-01-02-01.wav,cold,Kids are talking by the door.,positive,disgust,100.0,1944.045,0.01263,1.462,-482.128,29.041,-9.195,-0.789,-10.993,0,unknown,0.46,0.222,0.3,0.3246,0,0,0,0,0,0
C:/PropScore_AI/data/raw_videos/ravdess/Actor_01/03-01-07-02-02-01-01.wav,cold,Oh dogs are sitting by the door.,positive,disgust,100.0,1647.75,0.01122,1.734,-512.096,42.783,6.043,-5.243,-6.301,0,unknown,0.46,0.2407,0.3,0.3302,0,0,0,0,0,0
C:/PropScore_AI/data/raw_videos/ravdess/Actor_01/03-01-07-02-02-02-01.wav,cold,Dogs are sitting by the door.,positive,disgust,100.0,1638.142,0.01136,1.373,-495.76,39.894,-4.275,-1.839,-4.693,0,unknown,0.46,0.2055,0.3,0.3196,0,0,0,0,0,0
C:/PropScore_AI/data/raw_videos/ravdess/Actor_01/03-01-08-01-01-01-01.wav,hot,Kids are talking by the door.,positive,surprise,50.0,1876.495,0.00328,1.763,-653.802,49.179,-2.799,10.681,-0.843,0,unknown,0.68,0.196,0.75,0.5628,0,0,0,0,0,0
C:/PropScore_AI/data/raw_videos/ravdess/Actor_01/03-01-08-01-01-02-01.wav,hot,Kids are talking by the door.,positive,surprise,50.0,1884.821,0.00323,1.835,-668.191,47.14,-4.705,13.721,0.951,0,unknown,0.68,0.2029,0.75,0.5649,0,0,0,0,0,0
C:/PropScore_AI/data/raw_videos/ravdess/Actor_01/03-01-08-01-02-01-01.wav,hot,Dogs are sitting by the door.,positive,surprise,50.0,1827.967,0.00339,1.696,-653.09,51.123,-0.396,13.84,-1.929,0,unknown,0.68,0.1899,0.75,0.561,0,0,0,0,0,0
C:/PropScore_AI/data/raw_videos/ravdess/Actor_01/03-01-08-01-02-02-01.wav,hot,Dogs are sitting by the door.,positive,surprise,50.0,1905.983,0.00398,1.835,-650.408,44.525,-3.289,8.432,-5.756,0,unknown,0.68,0.2074,0.75,0.5662,0,0,0,0,0,0
C:/PropScore_AI/data/raw_videos/ravdess/Actor_01/03-01-08-02-01-01-01.wav,hot,Kids are talking by the door.,positive,surprise,100.0,1882.016,0.00738,1.746,-591.241,45.741,-6.535,10.831,-1.01,0,unknown,0.88,0.2189,0.75,0.6297,0,0,0,0,0,0
C:/PropScore_AI/data/raw_videos/ravdess/Actor_01/03-01-08-02-01-02-01.wav,hot,Kids are talking by the door.,positive,surprise,100.0,1881.881,0.00971,1.681,-543.888,36.915,-5.791,8.311,-4.323,0,unknown,0.88,0.2264,0.75,0.6319,0,0,0,0,0,0
C:/PropScore_AI/data/raw_videos/ravdess/Actor_01/03-01-08-02-02-01-01.wav,hot,Dogs are sitting by the door.,positive,surprise,100.0,1890.514,0.00699,1.713,-588.967,40.397,-5.405,8.881,-4.553,0,unknown,0.88,0.2132,0.75,0.628,0,0,0,0,0,0
C:/PropScore_AI/data/raw_videos/ravdess/Actor_01/03-01-08-02-02-02-01.wav,hot,Dogs are sitting by the door.,positive,surprise,100.0,1795.804,0.00959,1.835,-569.887,42.672,-6.901,6.831,-3.223,0,unknown,0.88,0.241,0.75,0.6363,0,0,0,0,0,0
C:/PropScore_AI/data/raw_videos/ravdess/Actor_02/03-01-01-01-01-01-02.wav,warm,Kids are talking by the door.,positive,neutral,50.0,1624.7,0.00376,1.65,-636.004,47.217,-9.615,8.325,-9.74,0,unknown,0.5,0.1876,0.45,0.3863,0,0,0,0,0,0
C:/PropScore_AI/data/raw_videos/ravdess/Actor_02/03-01-01-01-01-02-02.wav,warm,Kids are talking by the door.,positive,neutral,50.0,1691.134,0.00367,1.665,-636.724,41.089,-8.436,10.377,-11.068,0,unknown,0.5,0.1885,0.45,0.3866,0,0,0,0,0,0
C:/PropScore_AI/data/raw_videos/ravdess/Actor_02/03-01-01-01-02-01-02.wav,warm,Dogs are sitting by the door.,positive,neutral,50.0,1700.963,0.00546,1.591,-610.92,45.362,-11.657,5.209,-8.863,0,unknown,0.5,0.1919,0.45,0.3876,0,0,0,0,0,0
C:/PropScore_AI/data/raw_videos/ravdess/Actor_02/03-01-01-01-02-02-02.wav,warm,Dogs are sitting by the door.,positive,neutral,50.0,1728.63,0.00492,1.665,-628.39,40.947,-10.537,4.977,-11.822,0,unknown,0.5,0.196,0.45,0.3888,0,0,0,0,0,0
C:/PropScore_AI/data/raw_videos/ravdess/Actor_02/03-01-02-01-01-01-02.wav,warm,Kids are talking by the door.,positive,calm,50.0,1742.309,0.0034,1.564,-648.329,45.185,-3.136,10.041,-9.446,0,unknown,0.56,0.1768,0.45,0.401,0,0,0,0,0,0
C:/PropScore_AI/data/raw_videos/ravdess/Actor_02/03-01-02-01-01-02-02.wav,warm,Kids are talking by the door.,positive,calm,50.0,1849.569,0.00348,1.499,-644.668,40.272,-8.633,7.638,-10.624,0,unknown,0.56,0.1708,0.45,0.3992,0,0,0,0,0,0
C:/PropScore_AI/data/raw_videos/ravdess/Actor_02/03-01-02-01-02-01-02.wav,warm,Dogs are sitting by the door.,positive,calm,50.0,1580.118,0.00368,1.564,-642.406,40.308,-7.755,3.568,-8.758,0,unknown,0.56,0.1785,0.45,0.4016,0,0,0,0,0,0
C:/PropScore_AI/data/raw_videos/ravdess/Actor_02/03-01-02-01-02-02-02.wav,warm,Dogs are sitting by the door.,positive,calm,50.0,1812.942,0.00363,1.511,-635.107,42.243,-14.361,1.453,-11.141,0,unknown,0.56,0.1729,0.45,0.3999,0,0,0,0,0,0
C:/PropScore_AI/data/raw_videos/ravdess/Actor_02/03-01-02-02-01-01-02.wav,warm,Kids are talking by the door.,positive,calm,100.0,1905.558,0.00282,1.45,-630.39,36.776,-5.886,6.304,-11.277,0,unknown,0.76,0.1619,0.45,0.4566,0,0,0,0,0,0
C:/PropScore_AI/data/raw_videos/ravdess/Actor_02/03-01-02-02-01-02-02.wav,warm,Kids are talking by the door.,positive,calm,100.0,1835.605,0.00309,1.486,-642.055,38.532,-8.674,5.239,-11.573,0,unknown,0.76,0.1671,0.45,0.4581,0,0,0,0,0,0
C:/PropScore_AI/data/raw_videos/ravdess/Actor_02/03-01-02-02-02-01-02.wav,warm,Dogs are sitting by the door.,positive,calm,100.0,1866.408,0.0034,1.462,-646.204,35.871,-8.477,-0.61,-9.166,0,unknown,0.76,0.1666,0.45,0.458,0,0,0,0,0,0
C:/PropScore_AI/data/raw_videos/ravdess/Actor_02/03-01-02-02-02-02-02.wav,warm,Dogs are sitting by the door.,positive,calm,100.0,1714.538,0.0033,1.462,-648.55,42.512,-6.88,1.512,-8.75,0,unknown,0.76,0.166,0.45,0.4578,0,0,0,0,0,0
C:/PropScore_AI/data/raw_videos/ravdess/Actor_02/03-01-03-01-01-01-02.wav,hot,Kids are talking by the door.,positive,happy,50.0,1884.971,0.00707,1.665,-575.566,34.56,-20.442,10.082,-14.415,0,unknown,0.8,0.2089,0.75,0.6027,0,0,0,0,0,0
C:/PropScore_AI/data/raw_videos/ravdess/Actor_02/03-01-03-01-01-02-02.wav,hot,Kids are talking by the door.,positive,happy,50.0,1863.465,0.00629,1.62,-590.356,35.843,-15.853,12.688,-14.819,0,unknown,0.8,0.1997,0.75,0.5999,0,0,0,0,0,0
C:/PropScore_AI/data/raw_videos/ravdess/Actor_02/03-01-03-01-02-01-02.wav,hot,Dogs are sitting by the door.,positive,happy,50.0,1807.206,0.00689,1.591,-588.657,33.77,-21.027,6.0,-13.922,0,unknown,0.8,0.2004,0.75,0.6001,0,0,0,0,0,0
C:/PropScore_AI/data/raw_videos/ravdess/Actor_02/03-01-03-01-02-02-02.wav,hot,Dogs are sitting by the door.,positive,happy,50.0,1758.067,0.00672,1.606,-576.177,38.167,-15.16,8.309,-12.696,0,unknown,0.8,0.2009,0.75,0.6003,0,0,0,0,0,0
C:/PropScore_AI/data/raw_videos/ravdess/Actor_02/03-01-03-02-01-01-02.wav,hot,Kids are talking by the door.,positive,happy,100.0,1878.644,0.01706,1.62,-467.29,21.498,-29.042,8.599,-23.426,0,unknown,1.0,0.2644,0.75,0.6793,0,0,0,0,0,0
C:/PropScore_AI/data/raw_videos/ravdess/Actor_02/03-01-03-02-01-02-02.wav,hot,Kids are talking by the door.,positive,happy,100.0,1886.878,0.01746,1.635,-475.96,26.059,-31.481,9.232,-22.116,0,unknown,1.0,0.2683,0.75,0.6805,0,0,0,0,0,0
C:/PropScore_AI/data/raw_videos/ravdess/Actor_02/03-01-03-02-02-01-02.wav,hot,Dogs are sitting by the door.,positive,happy,100.0,1827.162,0.01187,1.62,-519.725,29.098,-23.91,6.375,-15.418,0,unknown,1.0,0.2332,0.75,0.67,0,0,0,0,0,0
C:/PropScore_AI/data/raw_videos/ravdess/Actor_02/03-01-03-02-02-02-02.wav,hot,Dogs are sitting by the door.,positive,happy,100.0,1840.884,0.01321,1.55,-525.23,28.008,-23.945,5.536,-18.182,0,unknown,1.0,0.2343,0.75,0.6703,0,0,0,0,0,0
C:/PropScore_AI/data/raw_videos/ravdess/Actor_02/03-01-04-01-01-01-02.wav,cold,Kids are talking by the door.,positive,sad,50.0,1756.441,0.00294,1.564,-661.73,44.805,-10.804,6.92,-11.223,0,unknown,0.32,0.174,0.3,0.2682,0,0,0,0,0,0
C:/PropScore_AI/data/raw_videos/ravdess/Actor_02/03-01-04-01-01-02-02.wav,cold,Kids are talking by the door.,positive,sad,50.0,1790.515,0.00326,1.591,-655.255,47.708,-9.587,8.581,-10.181,0,unknown,0.32,0.1787,0.3,0.2696,0,0,0,0,0,0
C:/PropScore_AI/data/raw_videos/ravdess/Actor_02/03-01-04-01-02-01-02.wav,cold,Dogs are sitting by the door.,positive,sad,50.0,1831.74,0.00332,1.606,-641.862,37.143,-6.234,3.723,-8.891,0,unknown,0.32,0.1805,0.3,0.2702,0,0,0,0,0,0
C:/PropScore_AI/data/raw_videos/ravdess/Actor_02/03-01-04-01-02-02-02.wav,cold,Dogs are sitting by the door.,positive,sad,50.0,1869.633,0.00301,1.591,-669.475,38.795,-6.658,6.892,-7.755,0,unknown,0.32,0.1772,0.3,0.2692,0,0,0,0,0,0
C:/PropScore_AI/data/raw_videos/ravdess/Actor_02/03-01-04-02-01-01-02.wav,cold,Kids are talking by the door.,positive,sad,100.0,1811.053,0.00277,1.606,-651.215,41.247,-9.554,4.632,-13.768,0,unknown,0.52,0.1772,0.3,0.3292,0,0,0,0,0,0
C:/PropScore_AI/data/raw_videos/ravdess/Actor_02/03-01-04-02-01-02-02.wav,cold,Kids are talking by the door.,positive,sad,100.0,1878.51,0.00253,1.591,-667.146,48.263,-5.737,7.11,-9.537,0,unknown,0.52,0.1743,0.3,0.3283,0,0,0,0,0,0
C:/PropScore_AI/data/raw_videos/ravdess/Actor_02/03-01-04-02-02-01-02.wav,cold,Dogs are sitting by the door.,positive,sad,100.0,1840.354,0.00373,1.62,-643.842,37.357,-7.487,2.308,-9.799,0,unknown,0.52,0.1844,0.3,0.3313,0,0,0,0,0,0
C:/PropScore_AI/data/raw_videos/ravdess/Actor_02/03-01-04-02-02-02-02.wav,cold,Dogs are sitting by the door.,positive,sad,100.0,1859.484,0.00318,1.635,-652.259,39.345,-7.852,5.326,-10.204,0,unknown,0.52,0.1826,0.3,0.3308,0,0,0,0,0,0
C:/PropScore_AI/data/raw_videos/ravdess/Actor_02/03-01-05-01-01-01-02.wav,cold,Kids are talking by the door.,positive,angry,50.0,1692.193,0.00717,1.635,-550.737,37.569,-10.727,6.339,-11.999,0,unknown,0.29,0.2065,0.3,0.269,0,0,0,0,0,0
C:/PropScore_AI/data/raw_videos/ravdess/Actor_02/03-01-05-01-01-02-02.wav,cold,Kids are talking by the door.,positive,angry,50.0,1809.575,0.00768,1.635,-518.344,33.484,-15.364,7.237,-13.406,0,unknown,0.29,0.2096,0.3,0.2699,0,0,0,0,0,0
C:/PropScore_AI/data/raw_videos/ravdess/Actor_02/03-01-05-01-02-01-02.wav,cold,Dogs are sitting by the door.,positive,angry,50.0,1537.737,0.0083,1.591,-560.733,39.716,-10.122,2.924,-11.988,0,unknown,0.29,0.2089,0.3,0.2697,0,0,0,0,0,0
C:/PropScore_AI/data/raw_videos/ravdess/Actor_02/03-01-05-01-02-02-02.wav,cold,Dogs are sitting by the door.,positive,angry,50.0,1770.285,0.00812,1.577,-551.689,34.088,-15.945,2.853,-17.095,0,unknown,0.29,0.2064,0.3,0.2689,0,0,0,0,0,0
C:/PropScore_AI/data/raw_videos/ravdess/Actor_02/03-01-05-02-01-01-02.wav,cold,Kids are talking by the door.,positive,angry,100.0,1825.39,0.02532,1.537,-432.719,21.555,-22.669,2.161,-21.298,0,unknown,0.49,0.3056,0.3,0.3587,0,0,0,0,0,0
C:/PropScore_AI/data/raw_videos/ravdess/Actor_02/03-01-05-02-01-02-02.wav,cold,Kids are talking by the door.,positive,angry,100.0,1784.93,0.02001,1.499,-456.809,24.175,-23.84,2.404,-21.551,0,unknown,0.49,0.27,0.3,0.348,0,0,0,0,0,0
