age,income,profession,property_type,budget,num_visits,source_lead,binary_target,total_time_spent_website,page_views_per_visit,city,lead_origin,last_activity,last_notable_activity,score_lead,label_raw,ratio_budget_income,interaction_score,label,target_multiclasse_id,prospect_id,synthetic_pair_id,video_path,transcript,sentiment,dominant_emotion,confidence_emotion,pitch_mean,energy_mean,speech_rate,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,keyword_count,keyword_type,vision_score,audio_score,semantic_score,final_score,face_detected,landmark_count,face_center_x,face_center_y,face_width,face_height,source_class,video_id,prospect_id_video,language,duration,emotion_confidence_mean,emotion_confidence_std,face_detected_ratio,landmark_quality_score,pitch_std,energy_std,speech_rate_estimate,zero_crossing_rate_mean,spectral_centroid_mean,sentiment_label,positive_keyword_count,hesitation_keyword_count,negative_keyword_count,analysis_method,mfcc_mean_1,mfcc_std_1,mfcc_mean_2,mfcc_std_2,mfcc_mean_3,mfcc_std_3,mfcc_mean_4,mfcc_std_4,mfcc_mean_5,mfcc_std_5,mfcc_mean_6,mfcc_std_6,mfcc_mean_7,mfcc_std_7,mfcc_mean_8,mfcc_std_8,mfcc_mean_9,mfcc_std_9,mfcc_mean_10,mfcc_std_10,mfcc_mean_11,mfcc_std_11,mfcc_mean_12,mfcc_std_12,mfcc_mean_13,mfcc_std_13
52,6189.0,Unknown,Maison,469224.0,0.0,Olark Chat,0,0,0.0,Unknown,API,Olark Chat Conversation,Modified,1,Froid,75.81580222976248,0.0,cold,0,tabular_000050,cold_000015,data/raw_videos/cold/cold_16.mp4,Cette proposition ne correspond pas à mes critères. Je ne vois pas d'intérêt à continuer. Le logement ne répond pas à mes attentes. Je ne souhaite pas négocier. Je préfère arrêter le processus maintenant.,negative,neutral,83.966,1360.514,0.08429,4.25,-210.833,98.646,-9.824,27.137,-0.515,2,refusal,0.434,0.906,0.05,0.422,1.0,478.0,0.527,0.313,0.422,0.292,cold,cold_16,cold_16,fr,0.0,0.83966,0.0,1.0,1.0,0.0,0.0,4.25,0.0,0.0,refusal,0.0,0.0,2.0,provided_video_csv,-210.833,0.0,98.646,0.0,-9.824,0.0,27.137,0.0,-0.515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,6669.0,Unknown,Studio,813636.0,7.0,Organic Search,0,96,2.33,Unknown,API,Email Opened,Email Opened,1,Froid,122.00269905533064,4.391,cold,0,tabular_000055,cold_000016,data/raw_videos/cold/cold_17.mp4,"Non, je ne souhaite pas avancer avec ce bien. Il ne correspond pas à ce que j'avais en tête. Je ne ressens aucun intérêt pour cette proposition. Je ne veux pas programmer une autre visite. Merci mais je préfère arrêter ici.",negative,neutral,60.51,1400.397,0.08059,5.125,-175.196,82.67,0.592,15.655,-1.325,4,refusal,0.4,0.884,0.05,0.405,1.0,478.0,0.452,0.449,0.558,0.398,cold,cold_17,cold_17,fr,0.0,0.6051,0.0,1.0,1.0,0.0,0.0,0.005125,0.0,0.0,refusal,0.0,0.0,4.0,provided_video_csv,-175.196,0.0,82.67,0.0,0.592,0.0,15.655,0.0,-1.325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,2500.0,Unemployed,Villa,293406.0,2.0,Organic Search,0,12,2.0,Select,API,Email Opened,Email Opened,0,Froid,117.3624,1.624,cold,0,tabular_000056,cold_000017,data/raw_videos/cold/cold_18.mp4,"Non, ce logement ne me correspond pas. Je ne suis pas intéressé par cette offre. Je ne souhaite pas perdre plus de temps sur ce bien. Il ne répond pas à mes besoins. Je préfère mettre fin à cette discussion.",negative,sad,97.295,1425.245,0.07866,5.0,-201.754,86.953,8.738,13.606,5.689,1,refusal,0.407,0.872,0.1,0.424,1.0,478.0,0.39,0.349,0.441,0.301,cold,cold_18,cold_18,fr,0.0,0.97295,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,refusal,0.0,0.0,1.0,provided_video_csv,-201.754,0.0,86.953,0.0,8.738,0.0,13.606,0.0,5.689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,2500.0,Unemployed,Studio,300000.0,0.0,Olark Chat,0,0,0.0,Select,API,Email Opened,Email Opened,0,Froid,120.0,0.0,cold,0,tabular_000062,cold_000018,data/raw_videos/cold/cold_19.mp4,"Après avoir vu le logement, je ne suis pas convaincu. Ce bien ne correspond pas à mes critères, je ne souhaite pas continuer avec cette option. Je ne suis pas intéressé par une négociation. Je préfère arrêter cette démarche maintenant.",positive,neutral,44.451,1395.898,0.07269,5.0,-177.266,94.753,-13.622,19.595,-0.209,5,refusal,0.359,0.836,0.4,0.519,1.0,478.0,0.474,0.293,0.379,0.266,cold,cold_19,cold_19,fr,0.0,0.44451,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,refusal,0.0,0.0,5.0,provided_video_csv,-177.266,0.0,94.753,0.0,-13.622,0.0,19.595,0.0,-0.209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,3984.0,Unemployed,Studio,452320.0,1.0,Google,1,157,1.0,Other Cities of Maharashtra,Landing Page Submission,Converted to Lead,Modified,1,Froid,113.53413654618474,1.114,cold,0,tabular_000066,cold_000019,data/raw_videos/cold/cold_20.mp4,"Après la visite, je confirme que ce bien ne me convient pas. Je ne ressens aucun intérêt particulier pour cet appartement. La disposition ne correspond pas à mon projet. Je ne souhaite pas avancer sur cette proposition.",negative,neutral,99.301,1141.504,0.0833,4.625,-191.02,94.42,-6.913,15.28,-14.902,4,refusal,0.452,0.9,0.05,0.425,1.0,478.0,0.468,0.319,0.34,0.243,cold,cold_20,cold_20,fr,0.0,0.99301,0.0,1.0,1.0,0.0,0.0,4.625,0.0,0.0,refusal,0.0,0.0,4.0,provided_video_csv,-191.02,0.0,94.42,0.0,-6.913,0.0,15.28,0.0,-14.902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,3354.0,Unemployed,Maison,488950.0,3.0,Google,1,885,1.5,Mumbai,API,Had a Phone Conversation,Had a Phone Conversation,1,Froid,145.78115682766847,3.72,cold,0,tabular_000067,cold_000020,data/raw_videos/cold/cold_21.mp4,"faire être honnête, ce bien ne m'intéresse pas. Il ne correspond pas à mes besoins actuelles, je ne souhaite pas aller plus loin, je ne veux pas recevoir d'autres informations, ma décision est définitive.",negative,sad,83.689,1421.559,0.09649,4.25,-176.566,78.914,-4.237,20.372,-7.48,2,refusal,0.398,0.979,0.05,0.433,1.0,478.0,0.43,0.446,0.436,0.304,cold,cold_21,cold_21,fr,0.0,0.8368899999999999,0.0,1.0,1.0,0.0,0.0,4.25,0.0,0.0,refusal,0.0,0.0,2.0,provided_video_csv,-176.566,0.0,78.914,0.0,-4.237,0.0,20.372,0.0,-7.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,3892.0,Unemployed,Appartement,272925.0,0.0,Olark Chat,0,0,0.0,Select,API,View in browser link Clicked,Modified,1,Froid,70.12461459403906,0.0,cold,0,tabular_000069,cold_000021,data/raw_videos/cold/cold_22.mp4,"Non, cet appartement ne me plaît pas. Je ne me vois pas vivre ici. Ce n'est pas ce que je cherche. Je ne veux pas continuer la visite. Je préfère arrêter maintenant.",negative,neutral,94.142,1455.215,0.05525,4.0,-246.244,68.2,2.356,12.395,-6.145,3,refusal,0.436,0.732,0.05,0.37,1.0,478.0,0.394,0.337,0.314,0.224,cold,cold_22,cold_22,fr,0.0,0.94142,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,refusal,0.0,0.0,3.0,provided_video_csv,-246.244,0.0,68.2,0.0,2.356,0.0,12.395,0.0,-6.145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,4731.0,Unemployed,Villa,257210.0,0.0,Olark Chat,0,0,0.0,Select,API,Olark Chat Conversation,Modified,1,Froid,54.36694145001057,0.0,cold,0,tabular_000070,cold_000022,data/raw_videos/cold/cold_23.mp4,"Non, ce bien ne correspond pas à ce que je cherche. Je ne suis pas intéressé par cette proposition. La visite ne m'a pas donné envie de continuer. Je ne souhaite pas recevoir d'autres informations. Merci, mes ma réponses et non.",negative,fear,60.601,1366.122,0.0868,5.125,-206.573,76.309,-7.408,12.752,-16.971,2,refusal,0.37,0.921,0.05,0.407,1.0,478.0,0.486,0.388,0.352,0.253,cold,cold_23,cold_23,fr,0.0,0.6060099999999999,0.0,1.0,1.0,0.0,0.0,0.005125,0.0,0.0,refusal,0.0,0.0,2.0,provided_video_csv,-206.573,0.0,76.309,0.0,-7.408,0.0,12.752,0.0,-16.971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,4088.0,Unemployed,Villa,459908.0,3.0,Referral Sites,0,111,3.0,Other Metro Cities,Landing Page Submission,Email Bounced,Modified,1,Froid,112.50195694716244,2.622,cold,0,tabular_000073,cold_000023,data/raw_videos/cold/cold_24.mp4,"Non, je ne veux pas continuer avec ce bien. Il ne correspond pas à ce que je recherche. Je ne suis pas intéressé par une autre visite. Je ne souhaite pas recevoir de propositions similaires. Merci mais ce n'est pas pour moi.",negative,sad,73.792,1324.254,0.07318,5.25,-210.396,69.398,7.96,9.284,-10.275,4,refusal,0.365,0.839,0.05,0.381,1.0,478.0,0.38,0.296,0.351,0.248,cold,cold_24,cold_24,fr,0.0,0.73792,0.0,1.0,1.0,0.0,0.0,0.00525,0.0,0.0,refusal,0.0,0.0,4.0,provided_video_csv,-210.396,0.0,69.398,0.0,7.96,0.0,9.284,0.0,-10.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,3296.0,Unemployed,Studio,461187.0,2.0,Google,0,393,2.0,Select,API,Email Opened,Email Opened,0,Froid,139.92324029126215,2.386,cold,0,tabular_000081,cold_000024,data/raw_videos/cold/cold_25.mp4,Ce logement ne m'intéresse pas. Je ne me projette pas dans cet espace. La visite ne met à pas convaincu. Je ne souhaite pas recevoir le dossier complet. Je préfère ne pas donner suite.,negative,surprise,64.307,1273.854,0.08395,4.25,-217.371,85.258,-9.476,11.859,-14.396,3,refusal,0.468,0.904,0.05,0.432,0.875,478.0,0.432,0.353,0.366,0.257,cold,cold_25,cold_25,fr,0.0,0.64307,0.0,0.875,1.0,0.0,0.0,4.25,0.0,0.0,refusal,0.0,0.0,3.0,provided_video_csv,-217.371,0.0,85.258,0.0,-9.476,0.0,11.859,0.0,-14.396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,2500.0,Unemployed,Studio,420716.0,3.0,Welingak Website,1,346,2.0,Select,Lead Add Form,Unknown,Modified,1,Froid,168.2864,2.7920000000000003,cold,0,tabular_000082,cold_000025,data/raw_videos/cold/cold_26.mp4,"Non, cette proposition ne m'intéresse pas. Je ne vois pas d'avantage à choisir ce bien. L'emplacement ne me convient pas. Je ne souhaite pas pour suivre les échanges. Merci mais je ne donnerai pas suite.",positive,sad,92.134,1276.398,0.09566,4.375,-208.589,85.227,2.692,9.006,-8.152,3,refusal,0.395,0.974,0.45,0.591,1.0,478.0,0.471,0.339,0.335,0.241,cold,cold_26,cold_26,fr,0.0,0.92134,0.0,1.0,1.0,0.0,0.0,4.375,0.0,0.0,refusal,0.0,0.0,3.0,provided_video_csv,-208.589,0.0,85.227,0.0,2.692,0.0,9.006,0.0,-8.152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
